# Running gravitational simulaition with N = 9 bodies
#  m_1 = 1.9885e+30  m_2 = 3.28471e+23  m_3 = 4.86734e+24  m_4 = 5.9722e+24  m_5 = 5.9722e+23  m_6 = 1.89916e+27  m_7 = 5.67359e+26  m_8 = 8.36108e+25  m_9 = 1.01527e+26
# t  x_1  y_1  x_2  y_2  x_3  y_3  x_4  y_4  x_5  y_5  x_6  y_6  x_7  y_7  x_8  y_8  x_9  y_9
 8.30000e-02 -1.39014e-03  7.20246e-06  3.61696e-01  1.85767e-01 -6.70381e-01 -1.74215e-01  2.03092e-01 -9.78206e-01 -1.49900e+00  5.05785e-02  4.06662e+00  3.23894e+00 -7.58604e+00 -5.72056e+00 -1.92011e+01 -1.19152e-01  9.39036e+00 -2.85974e+01 
 8.40000e-02 -1.38893e-03  5.66172e-06  3.57229e-01  1.94496e-01 -6.68266e-01 -1.81391e-01  2.09223e-01 -9.76888e-01 -1.49912e+00  4.55102e-02  4.06490e+00  3.24110e+00 -7.58481e+00 -5.72219e+00 -1.92010e+01 -1.20588e-01  9.39145e+00 -2.85970e+01 
 8.50000e-02 -1.38771e-03  4.12162e-06  3.52553e-01  2.03113e-01 -6.66070e-01 -1.88545e-01  2.15346e-01 -9.75531e-01 -1.49923e+00  4.04413e-02  4.06318e+00  3.24326e+00 -7.58358e+00 -5.72383e+00 -1.92010e+01 -1.22024e-01  9.39254e+00 -2.85967e+01 
 8.60000e-02 -1.38650e-03  2.58216e-06  3.47671e-01  2.11611e-01 -6.63795e-01 -1.95677e-01  2.21459e-01 -9.74136e-01 -1.49932e+00  3.53720e-02  4.06146e+00  3.24542e+00 -7.58234e+00 -5.72546e+00 -1.92010e+01 -1.23460e-01  9.39363e+00 -2.85963e+01 
 8.70000e-02 -1.38528e-03  1.04334e-06  3.42587e-01  2.19987e-01 -6.61441e-01 -2.02785e-01  2.27565e-01 -9.72702e-01 -1.49939e+00  3.03023e-02  4.05973e+00  3.24758e+00 -7.58111e+00 -5.72710e+00 -1.92010e+01 -1.24896e-01  9.39472e+00 -2.85959e+01 
 8.80000e-02 -1.38407e-03 -4.94832e-07  3.37303e-01  2.28235e-01 -6.59007e-01 -2.09869e-01  2.33661e-01 -9.71230e-01 -1.49944e+00  2.52322e-02  4.05801e+00  3.24973e+00 -7.57987e+00 -5.72873e+00 -1.92010e+01 -1.26332e-01  9.39581e+00 -2.85956e+01 
 8.90000e-02 -1.38285e-03 -2.03237e-06  3.31823e-01  2.36351e-01 -6.56495e-01 -2.16928e-01  2.39747e-01 -9.69720e-01 -1.49948e+00  2.01618e-02  4.05628e+00  3.25189e+00 -7.57864e+00 -5.73037e+00 -1.92010e+01 -1.27768e-01  9.39690e+00 -2.85952e+01 
 9.00000e-02 -1.38163e-03 -3.56927e-06  3.26150e-01  2.44330e-01 -6.53904e-01 -2.23961e-01  2.45825e-01 -9.68171e-01 -1.49949e+00  1.50912e-02  4.05455e+00  3.25404e+00 -7.57740e+00 -5.73200e+00 -1.92010e+01 -1.29204e-01  9.39799e+00 -2.85949e+01 
 9.10000e-02 -1.38042e-03 -5.10553e-06  3.20287e-01  2.52167e-01 -6.51234e-01 -2.30967e-01  2.51892e-01 -9.66584e-01 -1.49950e+00  1.00204e-02  4.05283e+00  3.25620e+00 -7.57617e+00 -5.73363e+00 -1.92010e+01 -1.30640e-01  9.39908e+00 -2.85945e+01 
 9.20000e-02 -1.37920e-03 -6.64116e-06  3.14239e-01  2.59859e-01 -6.48487e-01 -2.37945e-01  2.57950e-01 -9.64958e-01 -1.49948e+00  4.94952e-03  4.05110e+00  3.25835e+00 -7.57493e+00 -5.73527e+00 -1.92010e+01 -1.32076e-01  9.40017e+00 -2.85942e+01 
 9.30000e-02 -1.37798e-03 -8.17615e-06  3.08008e-01  2.67401e-01 -6.45661e-01 -2.44894e-01  2.63997e-01 -9.63294e-01 -1.49944e+00 -1.21447e-04  4.04937e+00  3.26050e+00 -7.57369e+00 -5.73690e+00 -1.92009e+01 -1.33512e-01  9.40126e+00 -2.85938e+01 
 9.40000e-02 -1.37676e-03 -9.71050e-06  3.01599e-01  2.74788e-01 -6.42757e-01 -2.51814e-01  2.70033e-01 -9.61593e-01 -1.49939e+00 -5.19241e-03  4.04764e+00  3.26265e+00 -7.57246e+00 -5.73853e+00 -1.92009e+01 -1.34948e-01  9.40235e+00 -2.85935e+01 
 9.50000e-02 -1.37554e-03 -1.12442e-05  2.95015e-01  2.82017e-01 -6.39777e-01 -2.58703e-01  2.76059e-01 -9.59853e-01 -1.49932e+00 -1.02633e-02  4.04590e+00  3.26480e+00 -7.57122e+00 -5.74017e+00 -1.92009e+01 -1.36384e-01  9.40343e+00 -2.85931e+01 
 9.60000e-02 -1.37431e-03 -1.27773e-05  2.88260e-01  2.89083e-01 -6.36719e-01 -2.65561e-01  2.82074e-01 -9.58075e-01 -1.49924e+00 -1.53341e-02  4.04417e+00  3.26695e+00 -7.56998e+00 -5.74180e+00 -1.92009e+01 -1.37820e-01  9.40452e+00 -2.85927e+01 
 9.70000e-02 -1.37309e-03 -1.43098e-05  2.81338e-01  2.95983e-01 -6.33584e-01 -2.72387e-01  2.88078e-01 -9.56259e-01 -1.49913e+00 -2.04047e-02  4.04243e+00  3.26910e+00 -7.56874e+00 -5.74343e+00 -1.92009e+01 -1.39256e-01  9.40561e+00 -2.85924e+01 
 9.80000e-02 -1.37187e-03 -1.58416e-05  2.74253e-01  3.02712e-01 -6.30373e-01 -2.79180e-01  2.94070e-01 -9.54406e-01 -1.49901e+00 -2.54751e-02  4.04070e+00  3.27125e+00 -7.56751e+00 -5.74506e+00 -1.92009e+01 -1.40692e-01  9.40670e+00 -2.85920e+01 
 9.90000e-02 -1.37064e-03 -1.73728e-05  2.67010e-01  3.09267e-01 -6.27085e-01 -2.85940e-01  3.00051e-01 -9.52514e-01 -1.49887e+00 -3.05451e-02  4.03896e+00  3.27340e+00 -7.56627e+00 -5.74669e+00 -1.92009e+01 -1.42128e-01  9.40779e+00 -2.85917e+01 
 1.00000e-01 -1.36942e-03 -1.89033e-05  2.59613e-01  3.15644e-01 -6.23722e-01 -2.92664e-01  3.06019e-01 -9.50585e-01 -1.49871e+00 -3.56148e-02  4.03722e+00  3.27554e+00 -7.56503e+00 -5.74832e+00 -1.92009e+01 -1.43564e-01  9.40888e+00 -2.85913e+01 
 1.01000e-01 -1.36819e-03 -2.04332e-05  2.52065e-01  3.21840e-01 -6.20283e-01 -2.99353e-01  3.11976e-01 -9.48618e-01 -1.49854e+00 -4.06841e-02  4.03548e+00  3.27769e+00 -7.56379e+00 -5.74995e+00 -1.92009e+01 -1.45001e-01  9.40997e+00 -2.85910e+01 
 1.02000e-01 -1.36696e-03 -2.19625e-05  2.44373e-01  3.27851e-01 -6.16769e-01 -3.06006e-01  3.17920e-01 -9.46614e-01 -1.49834e+00 -4.57529e-02  4.03374e+00  3.27983e+00 -7.56255e+00 -5.75158e+00 -1.92008e+01 -1.46437e-01  9.41106e+00 -2.85906e+01 
 1.03000e-01 -1.36573e-03 -2.34912e-05  2.36539e-01  3.33674e-01 -6.13180e-01 -3.12622e-01  3.23851e-01 -9.44572e-01 -1.49813e+00 -5.08212e-02  4.03200e+00  3.28197e+00 -7.56131e+00 -5.75322e+00 -1.92008e+01 -1.47873e-01  9.41215e+00 -2.85902e+01 
 1.04000e-01 -1.36450e-03 -2.50192e-05  2.28568e-01  3.39306e-01 -6.09517e-01 -3.19199e-01  3.29770e-01 -9.42493e-01 -1.49790e+00 -5.58889e-02  4.03026e+00  3.28412e+00 -7.56007e+00 -5.75485e+00 -1.92008e+01 -1.49309e-01  9.41324e+00 -2.85899e+01 
 1.05000e-01 -1.36327e-03 -2.65466e-05  2.20466e-01  3.44743e-01 -6.05779e-01 -3.25738e-01  3.35675e-01 -9.40376e-01 -1.49766e+00 -6.09559e-02  4.02851e+00  3.28626e+00 -7.55883e+00 -5.75647e+00 -1.92008e+01 -1.50745e-01  9.41433e+00 -2.85895e+01 
 1.06000e-01 -1.36204e-03 -2.80734e-05  2.12237e-01  3.49982e-01 -6.01968e-01 -3.32237e-01  3.41567e-01 -9.38222e-01 -1.49740e+00 -6.60222e-02  4.02677e+00  3.28840e+00 -7.55759e+00 -5.75810e+00 -1.92008e+01 -1.52181e-01  9.41542e+00 -2.85892e+01 
 1.07000e-01 -1.36081e-03 -2.95996e-05  2.03885e-01  3.55022e-01 -5.98083e-01 -3.38695e-01  3.47446e-01 -9.36032e-01 -1.49712e+00 -7.10877e-02  4.02502e+00  3.29054e+00 -7.55635e+00 -5.75973e+00 -1.92008e+01 -1.53617e-01  9.41651e+00 -2.85888e+01 
 1.08000e-01 -1.35958e-03 -3.11251e-05  1.95416e-01  3.59857e-01 -5.94126e-01 -3.45112e-01  3.53311e-01 -9.33804e-01 -1.49682e+00 -7.61524e-02  4.02327e+00  3.29267e+00 -7.55511e+00 -5.76136e+00 -1.92008e+01 -1.55053e-01  9.41759e+00 -2.85885e+01 
 1.09000e-01 -1.35835e-03 -3.26500e-05  1.86835e-01  3.64487e-01 -5.90096e-01 -3.51486e-01  3.59161e-01 -9.31538e-01 -1.49650e+00 -8.12162e-02  4.02152e+00  3.29481e+00 -7.55386e+00 -5.76299e+00 -1.92008e+01 -1.56489e-01  9.41868e+00 -2.85881e+01 
 1.10000e-01 -1.35711e-03 -3.41743e-05  1.78145e-01  3.68909e-01 -5.85994e-01 -3.57818e-01  3.64997e-01 -9.29237e-01 -1.49617e+00 -8.62791e-02  4.01978e+00  3.29695e+00 -7.55262e+00 -5.76462e+00 -1.92007e+01 -1.57925e-01  9.41977e+00 -2.85877e+01 
 1.11000e-01 -1.35588e-03 -3.56980e-05  1.69354e-01  3.73120e-01 -5.81820e-01 -3.64106e-01  3.70819e-01 -9.26898e-01 -1.49582e+00 -9.13409e-02  4.01802e+00  3.29908e+00 -7.55138e+00 -5.76625e+00 -1.92007e+01 -1.59361e-01  9.42086e+00 -2.85874e+01 
 1.12000e-01 -1.35464e-03 -3.72210e-05  1.60464e-01  3.77117e-01 -5.77575e-01 -3.70349e-01  3.76626e-01 -9.24522e-01 -1.49545e+00 -9.64016e-02  4.01627e+00  3.30122e+00 -7.55014e+00 -5.76788e+00 -1.92007e+01 -1.60797e-01  9.42195e+00 -2.85870e+01 
 1.13000e-01 -1.35340e-03 -3.87434e-05  1.51482e-01  3.80899e-01 -5.73259e-01 -3.76546e-01  3.82419e-01 -9.22110e-01 -1.49506e+00 -1.01461e-01  4.01452e+00  3.30335e+00 -7.54889e+00 -5.76950e+00 -1.92007e+01 -1.62233e-01  9.42304e+00 -2.85867e+01 
 1.14000e-01 -1.35217e-03 -4.02652e-05  1.42413e-01  3.84464e-01 -5.68873e-01 -3.82698e-01  3.88195e-01 -9.19662e-01 -1.49466e+00 -1.06520e-01  4.01277e+00  3.30548e+00 -7.54765e+00 -5.77113e+00 -1.92007e+01 -1.63669e-01  9.42413e+00 -2.85863e+01 
 1.15000e-01 -1.35093e-03 -4.17864e-05  1.33262e-01  3.87809e-01 -5.64417e-01 -3.88802e-01  3.93957e-01 -9.17177e-01 -1.49424e+00 -1.11577e-01  4.01101e+00  3.30762e+00 -7.54640e+00 -5.77276e+00 -1.92007e+01 -1.65105e-01  9.42522e+00 -2.85860e+01 
 1.16000e-01 -1.34969e-03 -4.33070e-05  1.24035e-01  3.90933e-01 -5.59892e-01 -3.94858e-01  3.99703e-01 -9.14655e-01 -1.49380e+00 -1.16633e-01  4.00925e+00  3.30975e+00 -7.54516e+00 -5.77438e+00 -1.92007e+01 -1.66541e-01  9.42631e+00 -2.85856e+01 
 1.17000e-01 -1.34845e-03 -4.48269e-05  1.14735e-01  3.93834e-01 -5.55297e-01 -4.00866e-01  4.05433e-01 -9.12097e-01 -1.49334e+00 -1.21687e-01  4.00750e+00  3.31188e+00 -7.54392e+00 -5.77601e+00 -1.92007e+01 -1.67977e-01  9.42740e+00 -2.85852e+01 
 1.18000e-01 -1.34721e-03 -4.63462e-05  1.05370e-01  3.96511e-01 -5.50635e-01 -4.06824e-01  4.11146e-01 -9.09504e-01 -1.49287e+00 -1.26740e-01  4.00574e+00  3.31401e+00 -7.54267e+00 -5.77764e+00 -1.92006e+01 -1.69413e-01  9.42848e+00 -2.85849e+01 
 1.19000e-01 -1.34596e-03 -4.78649e-05  9.59433e-02  3.98961e-01 -5.45904e-01 -4.12731e-01  4.16844e-01 -9.06874e-01 -1.49238e+00 -1.31792e-01  4.00398e+00  3.31613e+00 -7.54143e+00 -5.77926e+00 -1.92006e+01 -1.70849e-01  9.42957e+00 -2.85845e+01 
 1.20000e-01 -1.34472e-03 -4.93830e-05  8.64615e-02  4.01184e-01 -5.41106e-01 -4.18588e-01  4.22525e-01 -9.04208e-01 -1.49187e+00 -1.36842e-01  4.00222e+00  3.31826e+00 -7.54018e+00 -5.78089e+00 -1.92006e+01 -1.72285e-01  9.43066e+00 -2.85842e+01 
 1.21000e-01 -1.34348e-03 -5.09005e-05  7.69296e-02  4.03179e-01 -5.36241e-01 -4.24393e-01  4.28189e-01 -9.01506e-01 -1.49134e+00 -1.41890e-01  4.00045e+00  3.32039e+00 -7.53893e+00 -5.78251e+00 -1.92006e+01 -1.73721e-01  9.43175e+00 -2.85838e+01 
 1.22000e-01 -1.34223e-03 -5.24174e-05  6.73532e-02  4.04943e-01 -5.31310e-01 -4.30145e-01  4.33836e-01 -8.98769e-01 -1.49080e+00 -1.46937e-01  3.99869e+00  3.32251e+00 -7.53769e+00 -5.78414e+00 -1.92006e+01 -1.75157e-01  9.43284e+00 -2.85835e+01 
 1.23000e-01 -1.34099e-03 -5.39336e-05  5.77377e-02  4.06477e-01 -5.26313e-01 -4.35844e-01  4.39465e-01 -8.95996e-01 -1.49023e+00 -1.51982e-01  3.99693e+00  3.32464e+00 -7.53644e+00 -5.78576e+00 -1.92006e+01 -1.76593e-01  9.43393e+00 -2.85831e+01 
 1.24000e-01 -1.33974e-03 -5.54493e-05  4.80885e-02  4.07780e-01 -5.21251e-01 -4.41489e-01  4.45078e-01 -8.93187e-01 -1.48966e+00 -1.57025e-01  3.99516e+00  3.32676e+00 -7.53519e+00 -5.78739e+00 -1.92006e+01 -1.78029e-01  9.43502e+00 -2.85827e+01 
 1.25000e-01 -1.33849e-03 -5.69643e-05  3.84111e-02  4.08850e-01 -5.16124e-01 -4.47078e-01  4.50672e-01 -8.90343e-01 -1.48906e+00 -1.62066e-01  3.99339e+00  3.32888e+00 -7.53395e+00 -5.78901e+00 -1.92005e+01 -1.79465e-01  9.43611e+00 -2.85824e+01 
 1.26000e-01 -1.33725e-03 -5.84787e-05  2.87112e-02  4.09688e-01 -5.10933e-01 -4.52612e-01  4.56249e-01 -8.87464e-01 -1.48844e+00 -1.67106e-01  3.99163e+00  3.33100e+00 -7.53270e+00 -5.79064e+00 -1.92005e+01 -1.80901e-01  9.43720e+00 -2.85820e+01 
 1.27000e-01 -1.33600e-03 -5.99925e-05  1.89941e-02  4.10292e-01 -5.05678e-01 -4.58090e-01  4.61807e-01 -8.84549e-01 -1.48781e+00 -1.72143e-01  3.98986e+00  3.33312e+00 -7.53145e+00 -5.79226e+00 -1.92005e+01 -1.82337e-01  9.43828e+00 -2.85817e+01 
 1.28000e-01 -1.33475e-03 -6.15057e-05  9.26550e-03  4.10663e-01 -5.00360e-01 -4.63510e-01  4.67348e-01 -8.81600e-01 -1.48716e+00 -1.77179e-01  3.98809e+00  3.33524e+00 -7.53020e+00 -5.79389e+00 -1.92005e+01 -1.83773e-01  9.43937e+00 -2.85813e+01 
 1.29000e-01 -1.33350e-03 -6.30183e-05 -4.69170e-04  4.10800e-01 -4.94980e-01 -4.68873e-01  4.72869e-01 -8.78615e-01 -1.48650e+00 -1.82212e-01  3.98632e+00  3.33736e+00 -7.52895e+00 -5.79551e+00 -1.92005e+01 -1.85209e-01  9.44046e+00 -2.85810e+01 
 1.30000e-01 -1.33224e-03 -6.45303e-05 -1.02043e-02  4.10703e-01 -4.89539e-01 -4.74177e-01  4.78372e-01 -8.75595e-01 -1.48581e+00 -1.87243e-01  3.98454e+00  3.33948e+00 -7.52770e+00 -5.79713e+00 -1.92005e+01 -1.86645e-01  9.44155e+00 -2.85806e+01 
 1.31000e-01 -1.33099e-03 -6.60417e-05 -1.99344e-02  4.10372e-01 -4.84036e-01 -4.79421e-01  4.83856e-01 -8.72541e-01 -1.48511e+00 -1.92272e-01  3.98277e+00  3.34160e+00 -7.52645e+00 -5.79876e+00 -1.92004e+01 -1.88081e-01  9.44264e+00 -2.85802e+01 
 1.32000e-01 -1.32974e-03 -6.75525e-05 -2.96539e-02  4.09808e-01 -4.78472e-01 -4.84605e-01  4.89320e-01 -8.69452e-01 -1.48439e+00 -1.97299e-01  3.98100e+00  3.34371e+00 -7.52520e+00 -5.80038e+00 -1.92004e+01 -1.89517e-01  9.44373e+00 -2.85799e+01 
 1.33000e-01 -1.32849e-03 -6.90626e-05 -3.93573e-02  4.09010e-01 -4.72849e-01 -4.89729e-01  4.94765e-01 -8.66329e-01 -1.48365e+00 -2.02324e-01  3.97922e+00  3.34583e+00 -7.52395e+00 -5.80200e+00 -1.92004e+01 -1.90953e-01  9.44482e+00 -2.85795e+01 
 1.34000e-01 -1.32723e-03 -7.05722e-05 -4.90391e-02  4.07980e-01 -4.67166e-01 -4.94791e-01  5.00190e-01 -8.63171e-01 -1.48290e+00 -2.07346e-01  3.97744e+00  3.34794e+00 -7.52270e+00 -5.80362e+00 -1.92004e+01 -1.92389e-01  9.44591e+00 -2.85792e+01 
 1.35000e-01 -1.32597e-03 -7.20812e-05 -5.86937e-02  4.06717e-01 -4.61425e-01 -4.99790e-01  5.05596e-01 -8.59980e-01 -1.48213e+00 -2.12365e-01  3.97567e+00  3.35006e+00 -7.52145e+00 -5.80524e+00 -1.92004e+01 -1.93825e-01  9.44699e+00 -2.85788e+01 
 1.36000e-01 -1.32472e-03 -7.35895e-05 -6.83156e-02  4.05222e-01 -4.55626e-01 -5.04727e-01  5.10981e-01 -8.56753e-01 -1.48134e+00 -2.17382e-01  3.97389e+00  3.35217e+00 -7.52020e+00 -5.80687e+00 -1.92004e+01 -1.95261e-01  9.44808e+00 -2.85785e+01 
 1.37000e-01 -1.32346e-03 -7.50973e-05 -7.78993e-02  4.03497e-01 -4.49769e-01 -5.09600e-01  5.16346e-01 -8.53493e-01 -1.48053e+00 -2.22397e-01  3.97211e+00  3.35428e+00 -7.51895e+00 -5.80849e+00 -1.92004e+01 -1.96697e-01  9.44917e+00 -2.85781e+01 
 1.38000e-01 -1.32220e-03 -7.66045e-05 -8.74395e-02  4.01542e-01 -4.43856e-01 -5.14409e-01  5.21690e-01 -8.50199e-01 -1.47971e+00 -2.27409e-01  3.97033e+00  3.35639e+00 -7.51770e+00 -5.81011e+00 -1.92003e+01 -1.98133e-01  9.45026e+00 -2.85777e+01 
 1.39000e-01 -1.32094e-03 -7.81110e-05 -9.69306e-02  3.99358e-01 -4.37887e-01 -5.19153e-01  5.27014e-01 -8.46872e-01 -1.47887e+00 -2.32418e-01  3.96854e+00  3.35850e+00 -7.51644e+00 -5.81173e+00 -1.92003e+01 -1.99569e-01  9.45135e+00 -2.85774e+01 
 1.40000e-01 -1.31968e-03 -7.96170e-05 -1.06367e-01  3.96947e-01 -4.31863e-01 -5.23831e-01  5.32316e-01 -8.43510e-01 -1.47801e+00 -2.37425e-01  3.96676e+00  3.36061e+00 -7.51519e+00 -5.81335e+00 -1.92003e+01 -2.01005e-01  9.45244e+00 -2.85770e+01 
 1.41000e-01 -1.31842e-03 -8.11224e-05 -1.15744e-01  3.94309e-01 -4.25784e-01 -5.28443e-01  5.37598e-01 -8.40116e-01 -1.47713e+00 -2.42428e-01  3.96498e+00  3.36271e+00 -7.51394e+00 -5.81497e+00 -1.92003e+01 -2.02441e-01  9.45353e+00 -2.85767e+01 
 1.42000e-01 -1.31716e-03 -8.26272e-05 -1.25055e-01  3.91446e-01 -4.19652e-01 -5.32987e-01  5.42858e-01 -8.36687e-01 -1.47624e+00 -2.47429e-01  3.96319e+00  3.36482e+00 -7.51268e+00 -5.81659e+00 -1.92003e+01 -2.03877e-01  9.45462e+00 -2.85763e+01 
 1.43000e-01 -1.31590e-03 -8.41314e-05 -1.34296e-01  3.88361e-01 -4.13466e-01 -5.37465e-01  5.48096e-01 -8.33226e-01 -1.47532e+00 -2.52427e-01  3.96140e+00  3.36693e+00 -7.51143e+00 -5.81821e+00 -1.92003e+01 -2.05313e-01  9.45570e+00 -2.85759e+01 
 1.44000e-01 -1.31463e-03 -8.56350e-05 -1.43461e-01  3.85053e-01 -4.07228e-01 -5.41873e-01  5.53313e-01 -8.29731e-01 -1.47440e+00 -2.57422e-01  3.95962e+00  3.36903e+00 -7.51018e+00 -5.81983e+00 -1.92002e+01 -2.06749e-01  9.45679e+00 -2.85756e+01 
 1.45000e-01 -1.31337e-03 -8.71380e-05 -1.52545e-01  3.81526e-01 -4.00938e-01 -5.46213e-01  5.58507e-01 -8.26204e-01 -1.47345e+00 -2.62414e-01  3.95783e+00  3.37114e+00 -7.50892e+00 -5.82145e+00 -1.92002e+01 -2.08185e-01  9.45788e+00 -2.85752e+01 
 1.46000e-01 -1.31210e-03 -8.86404e-05 -1.61543e-01  3.77781e-01 -3.94597e-01 -5.50484e-01  5.63680e-01 -8.22644e-01 -1.47249e+00 -2.67402e-01  3.95604e+00  3.37324e+00 -7.50767e+00 -5.82307e+00 -1.92002e+01 -2.09621e-01  9.45897e+00 -2.85749e+01 
 1.47000e-01 -1.31084e-03 -9.01422e-05 -1.70449e-01  3.73821e-01 -3.88207e-01 -5.54684e-01  5.68830e-01 -8.19051e-01 -1.47151e+00 -2.72388e-01  3.95425e+00  3.37534e+00 -7.50641e+00 -5.82468e+00 -1.92002e+01 -2.11057e-01  9.46006e+00 -2.85745e+01 
 1.48000e-01 -1.30957e-03 -9.16434e-05 -1.79259e-01  3.69646e-01 -3.81766e-01 -5.58813e-01  5.73957e-01 -8.15425e-01 -1.47051e+00 -2.77371e-01  3.95245e+00  3.37744e+00 -7.50516e+00 -5.82630e+00 -1.92002e+01 -2.12493e-01  9.46115e+00 -2.85742e+01 
 1.49000e-01 -1.30830e-03 -9.31441e-05 -1.87967e-01  3.65261e-01 -3.75277e-01 -5.62871e-01  5.79061e-01 -8.11767e-01 -1.46949e+00 -2.82350e-01  3.95066e+00  3.37954e+00 -7.50390e+00 -5.82792e+00 -1.92002e+01 -2.13929e-01  9.46224e+00 -2.85738e+01 
 1.50000e-01 -1.30703e-03 -9.46441e-05 -1.96568e-01  3.60666e-01 -3.68741e-01 -5.66857e-01  5.84143e-01 -8.08077e-01 -1.46846e+00 -2.87325e-01  3.94887e+00  3.38164e+00 -7.50264e+00 -5.82954e+00 -1.92001e+01 -2.15365e-01  9.46332e+00 -2.85734e+01 
 1.51000e-01 -1.30576e-03 -9.61436e-05 -2.05058e-01  3.55866e-01 -3.62157e-01 -5.70770e-01  5.89201e-01 -8.04355e-01 -1.46741e+00 -2.92298e-01  3.94707e+00  3.38374e+00 -7.50139e+00 -5.83116e+00 -1.92001e+01 -2.16801e-01  9.46441e+00 -2.85731e+01 
 1.52000e-01 -1.30449e-03 -9.76425e-05 -2.13431e-01  3.50861e-01 -3.55527e-01 -5.74610e-01  5.94235e-01 -8.00601e-01 -1.46634e+00 -2.97267e-01  3.94527e+00  3.38583e+00 -7.50013e+00 -5.83277e+00 -1.92001e+01 -2.18237e-01  9.46550e+00 -2.85727e+01 
 1.53000e-01 -1.30322e-03 -9.91408e-05 -2.21682e-01  3.45656e-01 -3.48851e-01 -5.78376e-01  5.99246e-01 -7.96815e-01 -1.46526e+00 -3.02232e-01  3.94348e+00  3.38793e+00 -7.49887e+00 -5.83439e+00 -1.92001e+01 -2.19673e-01  9.46659e+00 -2.85724e+01 
 1.54000e-01 -1.30195e-03 -1.00638e-04 -2.29807e-01  3.40253e-01 -3.42131e-01 -5.82068e-01  6.04233e-01 -7.92997e-01 -1.46415e+00 -3.07194e-01  3.94168e+00  3.39003e+00 -7.49762e+00 -5.83601e+00 -1.92001e+01 -2.21109e-01  9.46768e+00 -2.85720e+01 
 1.55000e-01 -1.30067e-03 -1.02136e-04 -2.37802e-01  3.34655e-01 -3.35367e-01 -5.85685e-01  6.09196e-01 -7.89148e-01 -1.46303e+00 -3.12152e-01  3.93988e+00  3.39212e+00 -7.49636e+00 -5.83762e+00 -1.92001e+01 -2.22545e-01  9.46877e+00 -2.85716e+01 
 1.56000e-01 -1.29940e-03 -1.03632e-04 -2.45661e-01  3.28864e-01 -3.28560e-01 -5.89227e-01  6.14135e-01 -7.85267e-01 -1.46190e+00 -3.17107e-01  3.93808e+00  3.39421e+00 -7.49510e+00 -5.83924e+00 -1.92000e+01 -2.23981e-01  9.46985e+00 -2.85713e+01 
 1.57000e-01 -1.29812e-03 -1.05128e-04 -2.53379e-01  3.22886e-01 -3.21711e-01 -5.92692e-01  6.19049e-01 -7.81355e-01 -1.46074e+00 -3.22058e-01  3.93627e+00  3.39631e+00 -7.49384e+00 -5.84085e+00 -1.92000e+01 -2.25417e-01  9.47094e+00 -2.85709e+01 
 1.58000e-01 -1.29685e-03 -1.06624e-04 -2.60953e-01  3.16721e-01 -3.14820e-01 -5.96082e-01  6.23939e-01 -7.77412e-01 -1.45957e+00 -3.27005e-01  3.93447e+00  3.39840e+00 -7.49258e+00 -5.84247e+00 -1.92000e+01 -2.26853e-01  9.47203e+00 -2.85706e+01 
 1.59000e-01 -1.29557e-03 -1.08118e-04 -2.68378e-01  3.10375e-01 -3.07889e-01 -5.99394e-01  6.28803e-01 -7.73438e-01 -1.45838e+00 -3.31948e-01  3.93266e+00  3.40049e+00 -7.49132e+00 -5.84409e+00 -1.92000e+01 -2.28289e-01  9.47312e+00 -2.85702e+01 
 1.60000e-01 -1.29429e-03 -1.09613e-04 -2.75649e-01  3.03850e-01 -3.00918e-01 -6.02628e-01  6.33643e-01 -7.69434e-01 -1.45718e+00 -3.36887e-01  3.93086e+00  3.40258e+00 -7.49006e+00 -5.84570e+00 -1.92000e+01 -2.29725e-01  9.47421e+00 -2.85698e+01 
 1.61000e-01 -1.29301e-03 -1.11106e-04 -2.82763e-01  2.97151e-01 -2.93908e-01 -6.05784e-01  6.38457e-01 -7.65399e-01 -1.45595e+00 -3.41822e-01  3.92905e+00  3.40466e+00 -7.48880e+00 -5.84732e+00 -1.91999e+01 -2.31161e-01  9.47530e+00 -2.85695e+01 
 1.62000e-01 -1.29173e-03 -1.12599e-04 -2.89714e-01  2.90280e-01 -2.86860e-01 -6.08862e-01  6.43246e-01 -7.61333e-01 -1.45471e+00 -3.46753e-01  3.92724e+00  3.40675e+00 -7.48754e+00 -5.84893e+00 -1.91999e+01 -2.32597e-01  9.47639e+00 -2.85691e+01 
 1.63000e-01 -1.29045e-03 -1.14092e-04 -2.96500e-01  2.83243e-01 -2.79775e-01 -6.11861e-01  6.48010e-01 -7.57237e-01 -1.45346e+00 -3.51680e-01  3.92544e+00  3.40884e+00 -7.48628e+00 -5.85054e+00 -1.91999e+01 -2.34033e-01  9.47747e+00 -2.85688e+01 
 1.64000e-01 -1.28917e-03 -1.15584e-04 -3.03115e-01  2.76042e-01 -2.72654e-01 -6.14780e-01  6.52747e-01 -7.53111e-01 -1.45218e+00 -3.56603e-01  3.92363e+00  3.41092e+00 -7.48502e+00 -5.85216e+00 -1.91999e+01 -2.35469e-01  9.47856e+00 -2.85684e+01 
